InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
101245,SKU-SNK-003,Dark Chocolate 70% Bar 100g,2,2024-09-09 21:00:00,3.31,CUST-1007,Canada
101245,SKU-SNK-003,Dark Chocolate 70% Bar 100g,8,20-03-2024 00:00,3.14,CUST-1061,United Kingdom
101245,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,02/05/2024 07:00,14.67,CUST-1040,Canada
101246,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,2024-11-17 10:00:00,4.03,CUST-1438,Germany
101246,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,3,12/06/2024 14:00,4.87,CUST-1038,United States
101246,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,22-01-2024 17:00,2.97,CUST-1405,Australia
101247,SKU-PER-001,Antibacterial Hand Soap 300ml,3,28-03-2024 14:00,3.91,CUST-1298,Australia
101247,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,2024-02-20 18:00:00,4.64,CUST-1258,France
101247,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,03/16/2024 12:00,15.12,CUST-1375,France
101248,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,7,06/24/2024 08:00,4.35,CUST-1218,United Kingdom
101248,SKU-DRY-003,Whole Grain Pasta 500g,7,2024/10/22,2.22,,Australia
101248,SKU-BEV-003,Sparkling Mineral Water 1L,7,11/15/2024 17:00,1.92,CUST-1339,Canada
101249,SKU-BEV-001,Cold Brew Coffee 250ml,7,2024-12-02 16:00:00,3.69,CUST-1183,France
101249,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,2024-05-10 09:00:00,2.7,CUST-1197,France
101249,SKU-BEV-003,Sparkling Mineral Water 1L,5,2024-01-12 00:00:00,1.6,CUST-1071,Canada
101250,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,2024/10/12,11.04,CUST-1319,Australia
101250,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,2024/11/21,9.73,CUST-1105,Australia
101250,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,2024/01/31,3.78,CUST-1010,United States
101251,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,2024-02-03 05:00:00,3.41,CUST-1389,United States
101251,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,21-10-2024 06:00,3.36,CUST-1108,Canada
101251,SKU-BEV-001,Cold Brew Coffee 250ml,6,2024-05-02 22:00:00,3.53,CUST-1158,Australia
101252,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,22-12-2024 06:00,15.97,CUST-1489,United States
101252,SKU-DRY-001,Basmati Long Grain Rice 5kg,6,26-10-2024 14:00,14.93,CUST-1173,United Kingdom
101252,SKU-BEV-002,Organic Green Tea 500ml,5,2024/08/14,2.76,,Australia
101253,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,8,2024-05-15 01:00:00,4.87,CUST-1487,United Kingdom
101253,SKU-SNK-003,,9,21-02-2024 04:00,3.76,CUST-1254,United States
101253,SKU-DRY-002,,5,2024-01-31 13:00:00,16.05,CUST-1443,United Kingdom
C101254,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,-9,2024/03/07,4.71,CUST-1412,United States
101254,SKU-DRY-001,Basmati Long Grain Rice 5kg,7,2024-02-27 14:00:00,12.26,CUST-1302,France
101254,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,10,2024-09-29 03:00:00,4.25,CUST-1227,United States
101255,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,9,01/26/2024 16:00,6.07,CUST-1182,Australia
101255,SKU-BEV-002,Organic Green Tea 500ml,2,28-12-2024 02:00,2.42,CUST-1111,France
101255,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,08/28/2024 11:00,5.54,CUST-1210,France
101256,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,8,06/01/2024 19:00,6.16,,United States
101256,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,08/19/2024 17:00,13.66,CUST-1111,United Kingdom
101256,SKU-BEV-001,Cold Brew Coffee 250ml,2,01/09/2024 21:00,4.16,CUST-1103,France
101257,SKU-BEV-002,Organic Green Tea 500ml,9,2024-08-04 15:00:00,2.24,CUST-1002,Australia
101257,SKU-BEV-002,Organic Green Tea 500ml,3,2024/01/14,2.35,CUST-1361,France
101257,SKU-DRY-001,Basmati Long Grain Rice 5kg,7,09/03/2024 02:00,14.23,,France
101258,SKU-SNK-003,Dark Chocolate 70% Bar 100g,2,01/13/2024 03:00,2.99,CUST-1485,Australia
101258,SKU-DRY-003,Whole Grain Pasta 500g,3,22-03-2024 18:00,2.52,CUST-1115,Australia
101258,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,10,22-02-2024 09:00,2.97,CUST-1316,Germany
101259,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,5,2024/12/04,3.38,CUST-1492,Germany
101259,SKU-BEV-002,Organic Green Tea 500ml,2,05/02/2024 10:00,2.3,CUST-1398,Australia
101259,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,01-12-2024 11:00,9.86,CUST-1023,Australia
101260,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,2024-02-10 15:00:00,999.0,CUST-1097,Germany
101260,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,2024-09-18 23:00:00,4.72,CUST-1497,Germany
101260,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,2024/03/04,3.11,CUST-1451,France
101261,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,6,06/29/2024 12:00,3.39,CUST-1381,United Kingdom
101261,SKU-DRY-001,Basmati Long Grain Rice 5kg,8,16-02-2024 15:00,11.35,CUST-1156,France
101261,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,7,15-04-2024 20:00,5.92,CUST-1471,United Kingdom
101262,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024/11/19,2.54,CUST-1062,United States
101262,SKU-DRY-002,Extra Virgin Olive Oil 750ml,8,2024-07-05 01:00:00,15.73,CUST-1395,Germany
101262,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,10,2024/09/13,2.87,CUST-1119,Australia
101263,SKU-DRY-003,Whole Grain Pasta 500g,4,2024/06/17,2.02,CUST-1351,Australia
101263,SKU-BEV-001,Cold Brew Coffee 250ml,5,14-08-2024 10:00,3.87,CUST-1338,France
101263,SKU-BEV-001,Cold Brew Coffee 250ml,3,2024/02/16,4.12,CUST-1261,France
101264,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,2024/12/20,7.03,CUST-1398,United States
101264,SKU-PER-001,Antibacterial Hand Soap 300ml,10,11/14/2024 05:00,4.73,CUST-1459,Germany
101264,SKU-DRY-003,Whole Grain Pasta 500g,7,06-01-2024 01:00,2.11,CUST-1285,United States
101265,SKU-DRY-002,Extra Virgin Olive Oil 750ml,11,09/30/2024 10:00,16.41,CUST-1238,Germany
101265,SKU-DRY-002,Extra Virgin Olive Oil 750ml,5,2024/05/12,13.81,CUST-1033,United Kingdom
101265,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,02/28/2024 13:00,13.18,CUST-1463,France
101266,SKU-DRY-001,Basmati Long Grain Rice 5kg,4,2024/10/17,12.69,CUST-1370,France
101266,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,2024/10/21,4.4,CUST-1291,France
101266,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,2024/12/03,5.58,CUST-1200,United States
101267,SKU-DRY-003,Whole Grain Pasta 500g,5,2024/09/02,2.21,CUST-1077,United States
101267,SKU-BEV-001,Cold Brew Coffee 250ml,4,09-05-2024 02:00,3.92,CUST-1244,United States
101267,SKU-SNK-003,Dark Chocolate 70% Bar 100g,1,08/02/2024 19:00,3.35,CUST-1400,United States
101268,SKU-BEV-001,Cold Brew Coffee 250ml,6,2024/10/23,4.19,CUST-1406,Germany
101268,SKU-DRY-003,Whole Grain Pasta 500g,5,05/14/2024 02:00,2.09,CUST-1125,France
101268,SKU-BEV-003,Sparkling Mineral Water 1L,7,2024-03-01 10:00:00,1.68,CUST-1035,Australia
101269,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,2024/11/02,0.0,CUST-1336,Germany
101269,SKU-BEV-003,Sparkling Mineral Water 1L,6,2024-01-29 01:00:00,1.64,CUST-1098,Canada
101269,SKU-DRY-003,Whole Grain Pasta 500g,8,2024/06/06,2.28,CUST-1158,Australia
101270,SKU-BEV-001,Cold Brew Coffee 250ml,5,10/02/2024 15:00,4.42,CUST-1193,United States
101270,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,5,07/20/2024 01:00,7.0,CUST-1134,France
101270,SKU-PER-002,Moisturizing Face Cleanser 150ml,6,2024-08-20 22:00:00,10.11,CUST-1257,United States
101271,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,01/13/2024 15:00,4.96,CUST-1450,United States
101271,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,02-01-2024 18:00,4.78,CUST-1031,Canada
101271,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,27-01-2024 00:00,2.55,CUST-1445,United States
101272,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,2024-05-16 22:00:00,389.0,CUST-1134,United States
101272,SKU-BEV-002,Organic Green Tea 500ml,7,22-03-2024 17:00,2.59,CUST-1388,Australia
101272,SKU-BEV-002,Organic Green Tea 500ml,4,2024-09-15 16:00:00,2.4,CUST-1358,United States
101273,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,2,08-09-2024 15:00,6.3,CUST-1038,Australia
101273,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,6,26-02-2024 01:00,4.57,CUST-1107,Germany
101273,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,6,2024/07/01,3.3,CUST-1171,France
101274,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,6,20-01-2024 18:00,4.76,CUST-1287,Australia
101274,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,12-01-2024 21:00,3.62,CUST-1182,United States
101274,SKU-PER-001,Antibacterial Hand Soap 300ml,2,05/23/2024 13:00,4.04,CUST-1344,Germany
101275,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,5,19-05-2024 20:00,4.07,,Canada
101275,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,19-01-2024 03:00,11.23,CUST-1271,United States
101275,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,2,06/26/2024 18:00,3.25,CUST-1167,Australia
101276,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,11/26/2024 10:00,3.33,CUST-1105,United Kingdom
101276,SKU-DRY-003,Whole Grain Pasta 500g,4,06-10-2024 13:00,1.9,CUST-1411,United States
C101276,  SKU-SNK-003  ,Dark Chocolate 70% Bar 100g,-1,21-03-2024 06:00,2.87,CUST-1038,United States
101277,  SKU-SNK-002  ,Roasted Almonds & Cranberry Mix 200g,2,17-12-2024 08:00,5.86,CUST-1340,United States
101277,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,13-07-2024 03:00,3.6,CUST-1220,Germany
101277,SKU-BEV-003,Sparkling Mineral Water 1L,5,2024-10-31 02:00:00,1.85,CUST-1130,Canada
101278,SKU-BEV-002,Organic Green Tea 500ml,4,07/29/2024 04:00,2.14,CUST-1476,United States
101278,SKU-DRY-001,Basmati Long Grain Rice 5kg,1,08-10-2024 21:00,14.34,CUST-1106,France
101278,SKU-DRY-001,Basmati Long Grain Rice 5kg,7,2024/11/06,14.89,CUST-1280,United Kingdom
101279,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,3,08-03-2024 21:00,6.13,CUST-1135,France
101279,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024-12-15 19:00:00,2.55,CUST-1082,United States
101279,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,3,09/28/2024 04:00,2.7,CUST-1146,United States
101280,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,4,2024-09-11 10:00:00,6.97,CUST-1383,Germany
101280,SKU-BEV-002,Organic Green Tea 500ml,7,31-07-2024 23:00,2.24,CUST-1070,United Kingdom
101280,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,06-04-2024 15:00,5.73,CUST-1011,Australia
101281,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,2,11/09/2024 07:00,5.01,,Canada
101281,SKU-BEV-002,Organic Green Tea 500ml,3,2024-06-15 17:00:00,2.76,,United Kingdom
C101281,SKU-BEV-002,Organic Green Tea 500ml,-4,2024-05-29 22:00:00,2.17,CUST-1144,France
101282,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,19-01-2024 23:00,8.91,CUST-1482,Canada
101282,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,8,2024/11/14,5.68,CUST-1094,France
101282,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,2024-07-27 16:00:00,11.05,CUST-1194,France
101283,SKU-DRY-001,Basmati Long Grain Rice 5kg,3,05/09/2024 16:00,14.73,CUST-1144,United States
101283,SKU-HOU-002,,4,08/31/2024 03:00,4.46,CUST-1498,Germany
101283,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,6,09/09/2024 03:00,3.47,CUST-1108,United States
101284,SKU-DRY-001,Basmati Long Grain Rice 5kg,3,17-11-2024 23:00,12.65,CUST-1269,Australia
101284,SKU-BEV-002,Organic Green Tea 500ml,7,2024-03-16 01:00:00,2.46,CUST-1060,Germany
101284,SKU-DRY-003,Whole Grain Pasta 500g,4,2024-09-30 12:00:00,2.0,CUST-1408,France
101285,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,09/13/2024 21:00,3.85,,Germany
101285,SKU-DRY-002,Extra Virgin Olive Oil 750ml,8,2024-02-14 16:00:00,14.49,,Canada
101285,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,13-12-2024 10:00,4.59,CUST-1489,Germany
101286,SKU-DRY-001,Basmati Long Grain Rice 5kg,3,2024-11-09 00:00:00,12.63,CUST-1330,Canada
101286,SKU-PER-001,Antibacterial Hand Soap 300ml,8,2024/10/12,4.09,CUST-1124,France
101286,SKU-DRY-003,Whole Grain Pasta 500g,6,2024-12-20 23:00:00,2.42,CUST-1321,France
101287,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,2024/10/26,9.87,CUST-1328,Germany
C101287,SKU-SNK-003,Dark Chocolate 70% Bar 100g,-3,08/18/2024 07:00,3.28,CUST-1241,Germany
101287,SKU-BEV-002,Organic Green Tea 500ml,5,05-05-2024 05:00,2.31,CUST-1320,United States
101288,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,3,29-12-2024 00:00,5.74,CUST-1138,Germany
C101288,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,-4,04/02/2024 07:00,0.0,CUST-1292,Canada
101288,SKU-SNK-003,Dark Chocolate 70% Bar 100g,4,2024-04-16 18:00:00,2.9,,United Kingdom
101289,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,2024-01-23 21:00:00,3.76,CUST-1318,United Kingdom
101289,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,11,2024/01/01,4.35,CUST-1393,Australia
101289,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,8,08/27/2024 18:00,6.16,,France
101290,SKU-DRY-003,Whole Grain Pasta 500g,4,2024/09/13,1.9,CUST-1049,United States
101290,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,14-11-2024 07:00,6.68,,Germany
101290,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,7,24-05-2024 14:00,5.48,,Canada
101291,SKU-BEV-003,Sparkling Mineral Water 1L,5,2024/04/07,1.84,CUST-1204,Germany
101291,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,5,2024-09-28 08:00:00,4.46,CUST-1230,Australia
101291,SKU-DRY-003,Whole Grain Pasta 500g,6,2024-02-09 03:00:00,1.88,CUST-1483,United Kingdom
101292,SKU-BEV-003,Sparkling Mineral Water 1L,5,04/10/2024 23:00,1.67,CUST-1123,Germany
101292,SKU-PER-002,Moisturizing Face Cleanser 150ml,6,29-09-2024 11:00,8.82,CUST-1370,Germany
101292,SKU-BEV-003,Sparkling Mineral Water 1L,4,11/14/2024 20:00,1.77,CUST-1195,Canada
101293,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,24-01-2024 18:00,3.37,CUST-1332,Germany
101293,SKU-BEV-002,Organic Green Tea 500ml,6,31-01-2024 09:00,2.14,CUST-1016,United Kingdom
101293,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,04/24/2024 22:00,5.71,CUST-1413,Germany
101294,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,2024-08-31 21:00:00,5.38,CUST-1441,Canada
101294,SKU-BEV-002,Organic Green Tea 500ml,6,2024-03-19 18:00:00,2.2,CUST-1091,Australia
101294,SKU-PER-001,Antibacterial Hand Soap 300ml,6,07/17/2024 18:00,4.69,CUST-1036,Germany
101295,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,2024-09-23 10:00:00,14.43,CUST-1186,Australia
101295,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,9,2024/06/09,4.88,,United Kingdom
101295,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,10,2024-09-24 20:00:00,2.71,CUST-1265,United States
101296,SKU-SNK-003,Dark Chocolate 70% Bar 100g,8,11-10-2024 17:00,2.98,,Canada
101296,SKU-BEV-001,Cold Brew Coffee 250ml,6,2024/07/10,4.06,CUST-1135,United States
101296,SKU-DRY-002,Extra Virgin Olive Oil 750ml,5,2024/07/16,14.8,CUST-1370,Australia
101297,SKU-PER-001,Antibacterial Hand Soap 300ml,7,11-08-2024 17:00,4.56,CUST-1126,France
101297,SKU-DRY-003,Whole Grain Pasta 500g,3,05/26/2024 06:00,2.17,CUST-1315,Australia
101297,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,2024-10-11 07:00:00,10.89,CUST-1370,United States
101298,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,7,09/25/2024 23:00,3.24,CUST-1308,Canada
101298,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,8,2024/04/01,4.39,CUST-1025,Canada
101298,SKU-PER-001,Antibacterial Hand Soap 300ml,6,05/08/2024 01:00,3.94,CUST-1417,United States
101299,  SKU-DRY-003  ,Whole Grain Pasta 500g,2,09/29/2024 08:00,2.25,CUST-1217,France
101299,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,2024/08/20,3.98,CUST-1033,United States
101299,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024-04-01 21:00:00,3.06,CUST-1204,Germany
101300,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,4,10/07/2024 10:00,5.53,,France
101300,SKU-PER-002,Moisturizing Face Cleanser 150ml,2,03-09-2024 05:00,10.23,CUST-1211,Canada
101300,SKU-BEV-003,Sparkling Mineral Water 1L,8,04/04/2024 03:00,1.83,CUST-1433,Canada
101301,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,07/02/2024 14:00,3.49,CUST-1101,Canada
101301,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,8,07/05/2024 15:00,4.97,CUST-1366,Canada
101301,SKU-DRY-003,Whole Grain Pasta 500g,9,2024-03-04 05:00:00,2.0,CUST-1302,Australia
101302,SKU-DRY-003,Whole Grain Pasta 500g,7,2024-08-11 04:00:00,1.97,CUST-1489,United Kingdom
101302,SKU-DRY-001,Basmati Long Grain Rice 5kg,4,17-05-2024 17:00,12.75,CUST-1033,Canada
101302,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,13-05-2024 12:00,5.29,CUST-1479,Australia
101303,SKU-BEV-003,Sparkling Mineral Water 1L,6,08-08-2024 22:00,1.81,CUST-1203,United Kingdom
101303,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,22-06-2024 21:00,9.01,CUST-1345,Australia
101303,SKU-BEV-002,Organic Green Tea 500ml,1,2024-12-17 01:00:00,2.82,CUST-1164,Canada
101304,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024/05/28,2.96,CUST-1219,Germany
101304,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,6,2024-11-05 00:00:00,3.16,CUST-1358,United States
101304,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,6,09/12/2024 21:00,4.92,CUST-1000,Canada
101305,SKU-DRY-002,Extra Virgin Olive Oil 750ml,5,2024/04/05,12.55,CUST-1033,United States
101305,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,5,2024/10/29,4.87,CUST-1454,United States
101305,SKU-BEV-003,Sparkling Mineral Water 1L,3,05-09-2024 05:00,179.0,CUST-1052,Germany
101306,SKU-DRY-003,Whole Grain Pasta 500g,2,2024-07-04 14:00:00,1.94,CUST-1214,France
101306,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,01-03-2024 18:00,5.91,CUST-1374,Australia
101306,SKU-SNK-003,Dark Chocolate 70% Bar 100g,7,04/19/2024 13:00,2.94,CUST-1457,Germany
101307,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,2024-09-06 00:00:00,3.56,CUST-1200,France
101307,SKU-BEV-003,Sparkling Mineral Water 1L,3,16-08-2024 01:00,1.63,CUST-1236,Canada
101307,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,2,21-08-2024 19:00,2.78,CUST-1266,Australia
101308,SKU-BEV-003,Sparkling Mineral Water 1L,4,2024/06/28,1.85,CUST-1166,Germany
101308,SKU-PER-001,Antibacterial Hand Soap 300ml,6,19-05-2024 12:00,4.76,CUST-1182,France
101308,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,7,2024/01/23,6.13,CUST-1133,United States
101309,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,2024/04/18,3.71,CUST-1220,United Kingdom
101309,SKU-DRY-002,Extra Virgin Olive Oil 750ml,5,2024/10/28,12.33,CUST-1418,United States
101309,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,11,2024/01/16,5.04,CUST-1021,France
101310,SKU-DRY-002,Extra Virgin Olive Oil 750ml,1,02/04/2024 01:00,14.88,CUST-1316,United Kingdom
101310,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,2024-01-31 13:00:00,3.23,CUST-1315,France
101310,SKU-SNK-003,Dark Chocolate 70% Bar 100g,8,08/07/2024 19:00,3.48,CUST-1176,Germany
101311,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,12-07-2024 07:00,4.35,CUST-1324,Germany
101311,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,5,09-10-2024 21:00,5.93,,United States
101311,SKU-BEV-002,Organic Green Tea 500ml,4,2024-10-15 05:00:00,2.31,CUST-1103,France
101312,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,8,2024-07-17 10:00:00,6.97,CUST-1351,France
101312,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,6,2024-11-05 20:00:00,5.49,CUST-1410,United States
101312,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,05/08/2024 13:00,11.27,CUST-1345,United States
101313,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,02/11/2024 11:00,4.85,CUST-1245,France
101313,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,5,2024/08/30,7.05,,France
101313,SKU-SNK-003,,7,2024/07/18,3.04,CUST-1413,United Kingdom
101314,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,06/28/2024 03:00,4.05,,France
101314,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024/09/06,3.09,CUST-1400,United States
101314,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,8,11/24/2024 05:00,5.88,CUST-1485,Australia
101315,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,01-05-2024 12:00,6.73,CUST-1280,Germany
101315,SKU-BEV-001,Cold Brew Coffee 250ml,6,2024-02-20 03:00:00,4.15,CUST-1186,Germany
101315,SKU-DRY-003,Whole Grain Pasta 500g,-2000,2024/07/30,1.9,CUST-1438,United States
101316,SKU-PER-002,Moisturizing Face Cleanser 150ml,2,04/01/2024 22:00,9.86,CUST-1128,France
C101316,SKU-DRY-003,Whole Grain Pasta 500g,-5,2024-06-13 14:00:00,1.98,,United Kingdom
101316,SKU-BEV-002,Organic Green Tea 500ml,7,02/07/2024 09:00,2.46,CUST-1182,United States
101317,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024-11-12 06:00:00,3.09,CUST-1106,United Kingdom
101317,SKU-BEV-002,Organic Green Tea 500ml,5,2024/11/14,2.58,CUST-1213,United Kingdom
101317,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,08/25/2024 07:00,3.75,,Australia
101318,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,23-01-2024 10:00,3.09,CUST-1433,Canada
101318,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,29-04-2024 17:00,5.18,CUST-1254,Australia
101318,SKU-PER-002,Moisturizing Face Cleanser 150ml,500,2024/08/08,10.17,,France
101319,  SKU-DRY-001  ,Basmati Long Grain Rice 5kg,7,10-07-2024 04:00,13.54,CUST-1169,Canada
101319,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,2024/04/23,6.5,CUST-1402,France
101319,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,5,2024/01/05,7.12,CUST-1052,Canada
101320,SKU-HOU-003,,7,2024-04-21 02:00:00,6.18,CUST-1287,Australia
101320,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,11-07-2024 07:00,4.46,CUST-1165,United States
101320,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,2024/12/15,5.7,CUST-1485,Germany
101321,SKU-DRY-003,Whole Grain Pasta 500g,6,13-06-2024 02:00,2.43,CUST-1311,Australia
101321,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,2,2024/02/15,6.2,CUST-1073,France
101321,SKU-PER-002,Moisturizing Face Cleanser 150ml,6,2024-08-07 14:00:00,10.57,CUST-1386,United Kingdom
101322,SKU-BEV-002,Organic Green Tea 500ml,7,24-02-2024 07:00,2.27,CUST-1049,United States
101322,SKU-BEV-001,Cold Brew Coffee 250ml,3,11-07-2024 09:00,4.41,CUST-1137,France
101322,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,09/07/2024 13:00,13.59,CUST-1366,United States
101323,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,1,2024-07-19 23:00:00,4.97,CUST-1426,Canada
101323,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,24-01-2024 18:00,3.67,CUST-1427,Canada
101323,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,6,2024/10/29,7.2,CUST-1141,Germany
101324,SKU-BEV-003,Sparkling Mineral Water 1L,4,06/28/2024 05:00,2.05,CUST-1496,Canada
101324,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,10/06/2024 08:00,4.29,CUST-1343,Australia
101324,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,01/15/2024 05:00,4.09,,Australia
101325,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,2024/09/06,5.95,CUST-1099,France
101325,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,9,2024/05/19,3.16,CUST-1276,France
101325,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,4,2024-01-02 20:00:00,7.05,CUST-1369,Canada
